Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24, Death_25, Death_26, Death_27, Death_28, Death_29, Death_30, Death_31, Death_32, Death_33, Death_34, Death_35, Death_36, Death_37, Death_38, Death_39, Death_40, Death_41, Death_42, Death_43, Death_44, Death_45, Death_46, Death_47, Death_48, Death_49, Death_50, Death_51, Death_52, Death_53, Death_54, Death_55, Death_56, Death_57, Death_58, Death_59, Death_60, Death_61, Death_62, Death_63, Death_64, Death_65, Death_66, Death_67, Death_68, Death_69, Death_70, Death_71, Death_72, Death_73, Death_74, Death_75, Death_76, Death_77, Death_78, Death_79
554, 47, 37, 35, 55, 47, 47, 41, 58, 24, 44, 42, 26, 37, 40, 29, 44, 42, 29, 38, 46, 47, 44, 47, 52, 44, 39, 41, 36, 56, 46, 46, 42, 32, 37, 51, 46, 34, 35, 34, 46, 37, 38, 50, 44, 34, 36, 36, 46, 55, 52, 44, 51, 45, 42, 41, 32, 44, 39, 67, 50, 44, 39, 43, 40, 34, 42, 48, 35, 45, 39, 39, 49, 39, 43, 49, 40, 36, 38, 37, 42
555, 47, 37, 35, 55, 47, 47, 41, 58, 25, 44, 42, 26, 37, 40, 29, 44, 42, 29, 38, 46, 49, 44, 47, 52, 44, 39, 41, 36, 56, 47, 46, 42, 32, 37, 51, 46, 34, 35, 34, 46, 37, 38, 50, 45, 35, 36, 36, 46, 55, 52, 44, 51, 45, 42, 42, 32, 44, 39, 67, 50, 44, 39, 43, 40, 34, 42, 48, 36, 45, 39, 39, 49, 39, 43, 49, 40, 36, 38, 38, 42
556, 47, 37, 35, 55, 47, 47, 41, 58, 26, 44, 42, 26, 37, 40, 29, 44, 42, 29, 38, 46, 49, 44, 47, 52, 44, 39, 41, 36, 56, 47, 46, 42, 32, 37, 51, 46, 34, 35, 34, 46, 38, 38, 50, 45, 36, 36, 36, 46, 55, 52, 44, 51, 45, 42, 42, 32, 44, 39, 67, 50, 44, 39, 43, 40, 35, 42, 48, 36, 45, 39, 39, 49, 39, 43, 49, 40, 36, 38, 38, 42
557, 47, 37, 35, 55, 47, 47, 41, 58, 26, 44, 42, 26, 37, 40, 29, 44, 42, 29, 39, 46, 49, 44, 47, 53, 44, 39, 41, 36, 56, 47, 46, 42, 32, 38, 51, 46, 34, 35, 34, 46, 38, 38, 50, 45, 36, 36, 36, 46, 55, 52, 44, 51, 45, 42, 42, 32, 44, 39, 67, 50, 44, 39, 43, 40, 35, 42, 48, 36, 45, 39, 39, 49, 39, 43, 49, 40, 36, 38, 38, 42
558, 47, 37, 35, 55, 47, 47, 41, 58, 27, 45, 42, 26, 37, 40, 29, 45, 42, 29, 40, 46, 49, 44, 47, 53, 44, 39, 41, 36, 56, 47, 46, 43, 32, 39, 51, 46, 34, 35, 34, 46, 38, 38, 50, 46, 36, 36, 36, 46, 55, 53, 44, 51, 45, 42, 42, 32, 44, 39, 67, 50, 44, 39, 43, 41, 35, 42, 48, 36, 46, 39, 39, 49, 39, 43, 49, 40, 36, 38, 38, 43
559, 47, 38, 35, 55, 47, 47, 41, 58, 27, 45, 42, 26, 37, 40, 29, 45, 42, 29, 41, 46, 49, 44, 47, 53, 44, 39, 41, 36, 56, 47, 46, 43, 32, 39, 51, 46, 34, 35, 34, 46, 38, 38, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 45, 42, 43, 32, 44, 39, 67, 50, 44, 39, 43, 41, 35, 42, 48, 36, 46, 39, 39, 49, 39, 43, 49, 40, 36, 38, 38, 43
560, 47, 39, 35, 55, 47, 47, 41, 58, 27, 46, 42, 26, 37, 40, 29, 45, 42, 29, 41, 46, 50, 45, 47, 53, 44, 39, 41, 36, 56, 47, 46, 43, 32, 39, 51, 46, 34, 35, 34, 46, 38, 38, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 45, 42, 43, 32, 44, 39, 67, 52, 44, 39, 43, 41, 35, 42, 48, 36, 46, 39, 39, 49, 39, 43, 49, 40, 36, 38, 38, 43
561, 48, 39, 35, 56, 47, 47, 41, 58, 27, 46, 42, 26, 37, 40, 30, 45, 42, 29, 42, 46, 50, 45, 47, 53, 44, 39, 41, 36, 56, 47, 46, 43, 32, 40, 51, 46, 34, 35, 34, 46, 38, 38, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 45, 42, 43, 32, 44, 39, 67, 52, 44, 39, 43, 41, 35, 42, 48, 36, 46, 39, 39, 49, 39, 43, 49, 40, 36, 38, 38, 43
562, 48, 39, 35, 56, 47, 47, 41, 58, 27, 46, 42, 26, 38, 40, 30, 45, 42, 29, 42, 46, 50, 45, 47, 53, 44, 39, 42, 36, 56, 47, 46, 43, 32, 40, 51, 46, 34, 35, 34, 46, 38, 38, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 45, 42, 43, 32, 44, 39, 67, 52, 44, 39, 43, 41, 35, 42, 48, 36, 46, 39, 39, 49, 39, 43, 49, 40, 36, 38, 39, 43
563, 48, 40, 35, 56, 47, 47, 41, 58, 27, 46, 42, 26, 38, 40, 30, 45, 42, 29, 42, 46, 50, 45, 47, 53, 44, 39, 42, 36, 56, 47, 46, 43, 32, 40, 51, 46, 34, 35, 34, 46, 38, 39, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 46, 42, 43, 32, 44, 39, 67, 52, 44, 39, 44, 41, 35, 42, 48, 36, 47, 39, 39, 49, 39, 43, 49, 41, 36, 39, 39, 43
564, 48, 40, 35, 56, 47, 47, 41, 58, 27, 46, 42, 26, 38, 40, 30, 45, 42, 29, 43, 46, 50, 45, 47, 53, 44, 39, 43, 36, 56, 47, 46, 43, 32, 40, 51, 46, 35, 35, 34, 46, 38, 39, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 46, 42, 43, 32, 44, 39, 67, 52, 44, 39, 44, 41, 35, 43, 48, 36, 47, 40, 39, 49, 39, 43, 49, 41, 36, 39, 39, 43
565, 48, 40, 35, 56, 47, 47, 41, 58, 27, 46, 42, 26, 39, 40, 30, 45, 42, 29, 43, 47, 51, 45, 47, 53, 44, 39, 43, 36, 56, 47, 46, 43, 32, 40, 51, 46, 35, 35, 34, 46, 38, 39, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 46, 42, 43, 32, 44, 39, 67, 52, 44, 39, 44, 41, 35, 43, 48, 37, 47, 40, 39, 49, 39, 44, 49, 41, 37, 39, 39, 43
566, 48, 40, 35, 56, 47, 47, 41, 58, 27, 46, 42, 26, 39, 40, 30, 45, 42, 29, 43, 47, 51, 45, 47, 53, 44, 39, 43, 36, 56, 47, 46, 43, 32, 40, 51, 46, 35, 35, 34, 46, 38, 39, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 47, 42, 43, 32, 44, 39, 67, 52, 44, 39, 44, 41, 35, 43, 48, 37, 47, 40, 39, 49, 39, 44, 49, 41, 37, 39, 40, 43
567, 48, 40, 36, 56, 47, 47, 41, 58, 27, 46, 42, 26, 39, 40, 30, 45, 42, 29, 43, 47, 51, 45, 47, 53, 44, 39, 43, 36, 56, 47, 46, 43, 32, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 47, 42, 43, 32, 44, 39, 67, 52, 44, 39, 44, 41, 35, 43, 48, 37, 47, 40, 39, 49, 39, 44, 49, 41, 37, 39, 40, 44
568, 48, 40, 36, 56, 47, 47, 41, 58, 27, 46, 42, 26, 41, 40, 30, 45, 42, 29, 43, 47, 51, 45, 47, 53, 44, 39, 43, 37, 56, 47, 46, 43, 32, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 37, 46, 55, 54, 44, 51, 47, 42, 43, 32, 44, 39, 67, 52, 44, 39, 44, 41, 35, 43, 48, 37, 47, 40, 39, 49, 39, 44, 49, 41, 37, 39, 40, 45
569, 48, 40, 37, 56, 47, 47, 41, 58, 27, 46, 42, 26, 41, 40, 30, 45, 42, 29, 43, 47, 51, 45, 47, 53, 44, 39, 43, 37, 56, 47, 46, 43, 32, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 38, 46, 55, 54, 44, 51, 47, 42, 43, 32, 44, 39, 67, 52, 44, 39, 44, 41, 35, 43, 48, 37, 47, 40, 39, 49, 39, 44, 49, 41, 38, 39, 40, 45
570, 48, 41, 37, 56, 47, 47, 41, 58, 27, 46, 42, 26, 41, 40, 30, 45, 42, 29, 43, 47, 51, 45, 47, 53, 46, 39, 43, 37, 56, 47, 47, 43, 32, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 38, 46, 55, 54, 44, 51, 47, 42, 44, 32, 44, 39, 67, 52, 44, 39, 44, 41, 35, 43, 48, 37, 47, 40, 39, 49, 39, 44, 49, 41, 38, 39, 40, 45
571, 48, 41, 37, 56, 47, 47, 41, 58, 27, 46, 42, 26, 41, 40, 30, 45, 42, 29, 43, 48, 51, 45, 47, 53, 46, 39, 43, 37, 56, 47, 47, 43, 33, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 38, 46, 55, 54, 44, 51, 47, 42, 44, 32, 44, 39, 67, 52, 44, 39, 44, 41, 35, 43, 48, 37, 47, 40, 39, 49, 39, 44, 49, 41, 38, 39, 40, 45
572, 48, 41, 37, 56, 47, 47, 41, 58, 27, 46, 42, 26, 41, 40, 30, 45, 42, 29, 43, 48, 51, 45, 47, 53, 46, 39, 43, 37, 56, 47, 47, 43, 33, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 38, 46, 55, 54, 44, 51, 47, 42, 44, 32, 44, 39, 67, 52, 44, 39, 44, 42, 36, 43, 48, 37, 47, 40, 39, 49, 39, 44, 49, 41, 38, 39, 40, 45
573, 48, 42, 38, 56, 47, 47, 41, 58, 27, 46, 42, 27, 42, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 37, 56, 47, 47, 43, 33, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 38, 46, 55, 54, 44, 51, 47, 42, 44, 32, 44, 39, 67, 52, 44, 39, 44, 42, 36, 43, 48, 37, 47, 40, 39, 49, 39, 44, 49, 41, 38, 39, 40, 46
574, 48, 42, 39, 56, 47, 47, 41, 58, 27, 46, 42, 27, 42, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 37, 56, 47, 47, 43, 33, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 38, 46, 55, 54, 44, 51, 47, 42, 44, 32, 44, 39, 67, 52, 44, 39, 44, 42, 36, 44, 48, 37, 47, 40, 39, 49, 39, 44, 49, 42, 38, 39, 40, 47
575, 48, 42, 39, 56, 47, 47, 41, 58, 27, 46, 42, 27, 42, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 37, 56, 47, 47, 43, 33, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 38, 46, 55, 54, 44, 51, 47, 42, 44, 32, 44, 40, 67, 52, 44, 39, 44, 42, 36, 44, 48, 37, 47, 40, 39, 50, 39, 44, 49, 42, 38, 39, 40, 47
576, 48, 43, 39, 56, 47, 47, 41, 58, 27, 46, 42, 27, 42, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 37, 56, 47, 47, 43, 33, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 38, 46, 55, 54, 44, 51, 48, 42, 44, 32, 44, 40, 67, 52, 44, 39, 44, 42, 36, 44, 48, 37, 47, 40, 39, 50, 39, 44, 49, 42, 38, 39, 40, 47
577, 49, 43, 39, 56, 47, 47, 41, 58, 27, 47, 42, 27, 42, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 38, 56, 47, 48, 43, 33, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 46, 36, 36, 38, 47, 55, 54, 44, 51, 48, 42, 44, 32, 44, 40, 67, 52, 44, 39, 44, 42, 36, 44, 49, 37, 47, 40, 39, 51, 39, 44, 49, 42, 38, 39, 41, 47
578, 49, 43, 39, 57, 48, 48, 41, 58, 27, 47, 42, 27, 42, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 38, 56, 47, 48, 43, 33, 40, 51, 46, 35, 35, 34, 46, 38, 40, 50, 47, 36, 36, 38, 48, 55, 54, 44, 52, 48, 42, 44, 32, 44, 40, 67, 52, 44, 39, 44, 42, 37, 44, 49, 37, 47, 40, 39, 51, 39, 44, 49, 42, 40, 39, 41, 47
579, 49, 43, 39, 58, 48, 48, 41, 58, 27, 47, 42, 27, 42, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 38, 56, 47, 48, 43, 33, 40, 52, 47, 35, 35, 34, 46, 38, 40, 50, 47, 36, 36, 38, 48, 55, 54, 44, 52, 48, 42, 44, 32, 44, 40, 67, 52, 44, 39, 44, 42, 37, 44, 49, 37, 47, 40, 39, 51, 39, 44, 49, 42, 40, 39, 41, 47
580, 49, 43, 39, 58, 48, 48, 41, 58, 27, 47, 42, 27, 42, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 38, 56, 47, 48, 43, 33, 40, 52, 47, 36, 35, 34, 46, 38, 40, 50, 47, 36, 36, 38, 48, 55, 54, 44, 52, 48, 42, 44, 33, 44, 40, 67, 52, 44, 39, 45, 42, 37, 44, 49, 38, 47, 40, 39, 51, 40, 44, 49, 42, 41, 39, 41, 47
581, 49, 43, 39, 58, 48, 48, 41, 58, 27, 47, 42, 27, 42, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 38, 56, 47, 48, 43, 33, 40, 52, 47, 36, 35, 34, 46, 40, 40, 50, 47, 36, 36, 38, 49, 55, 54, 44, 52, 48, 42, 44, 34, 44, 40, 67, 53, 44, 39, 45, 42, 37, 44, 49, 39, 48, 40, 39, 51, 40, 44, 49, 42, 41, 39, 41, 47
582, 49, 43, 39, 58, 48, 48, 41, 58, 27, 47, 42, 27, 43, 40, 30, 45, 42, 29, 44, 48, 51, 45, 47, 53, 46, 39, 43, 39, 56, 47, 48, 43, 33, 40, 52, 47, 36, 35, 34, 46, 40, 40, 50, 47, 36, 37, 38, 49, 55, 54, 44, 52, 48, 42, 44, 35, 44, 40, 67, 53, 44, 39, 45, 42, 37, 44, 49, 39, 49, 40, 39, 51, 40, 44, 49, 42, 41, 39, 41, 47
583, 49, 43, 39, 58, 48, 48, 41, 58, 27, 47, 42, 27, 43, 40, 30, 46, 42, 29, 44, 48, 51, 45, 48, 53, 46, 39, 43, 39, 56, 48, 48, 43, 33, 40, 52, 47, 36, 35, 34, 46, 40, 40, 50, 47, 36, 37, 38, 49, 55, 54, 44, 52, 48, 42, 44, 35, 44, 40, 67, 53, 44, 39, 45, 42, 37, 44, 49, 39, 49, 40, 39, 51, 40, 44, 49, 42, 41, 39, 42, 47
584, 50, 43, 39, 58, 48, 48, 41, 58, 28, 47, 42, 27, 43, 40, 30, 46, 42, 29, 44, 48, 51, 45, 48, 53, 46, 39, 43, 39, 56, 48, 48, 43, 33, 40, 52, 47, 36, 35, 34, 46, 40, 40, 50, 47, 36, 38, 38, 49, 55, 54, 44, 52, 48, 42, 44, 35, 44, 40, 67, 54, 44, 39, 46, 42, 37, 44, 49, 39, 49, 40, 39, 51, 40, 44, 51, 42, 41, 40, 42, 47
585, 50, 43, 39, 58, 48, 48, 41, 58, 28, 47, 42, 27, 43, 40, 30, 46, 42, 29, 44, 48, 51, 45, 48, 53, 46, 39, 43, 39, 56, 48, 48, 43, 33, 40, 52, 47, 36, 35, 34, 46, 40, 40, 50, 47, 36, 38, 38, 49, 55, 54, 44, 52, 48, 42, 44, 35, 44, 41, 67, 54, 44, 39, 46, 43, 37, 44, 49, 39, 49, 40, 39, 51, 40, 44, 51, 42, 41, 40, 43, 47
586, 50, 43, 39, 58, 48, 48, 42, 58, 28, 47, 42, 27, 43, 40, 31, 46, 42, 29, 44, 48, 51, 45, 48, 53, 46, 39, 43, 39, 56, 48, 48, 43, 33, 40, 52, 47, 36, 35, 34, 46, 40, 40, 50, 47, 36, 38, 38, 49, 55, 54, 44, 52, 49, 43, 44, 35, 44, 41, 67, 54, 44, 39, 46, 43, 37, 44, 49, 39, 49, 40, 39, 51, 40, 44, 51, 42, 41, 40, 43, 47
587, 50, 44, 39, 58, 48, 48, 42, 58, 28, 47, 42, 27, 43, 40, 31, 46, 42, 29, 44, 48, 51, 45, 48, 53, 46, 39, 43, 39, 56, 48, 49, 43, 33, 40, 52, 47, 36, 35, 34, 46, 40, 40, 50, 47, 36, 38, 39, 49, 55, 54, 44, 52, 49, 44, 44, 35, 44, 41, 67, 54, 44, 39, 46, 43, 37, 44, 49, 39, 49, 40, 39, 51, 40, 44, 51, 42, 41, 40, 43, 47
588, 50, 44, 39, 58, 48, 48, 42, 58, 28, 47, 42, 27, 43, 40, 31, 46, 42, 29, 44, 48, 51, 45, 48, 53, 46, 39, 43, 40, 56, 48, 49, 43, 34, 40, 52, 47, 36, 35, 35, 46, 40, 40, 50, 47, 36, 38, 39, 49, 55, 54, 44, 52, 49, 44, 44, 35, 44, 41, 67, 54, 44, 39, 46, 43, 37, 45, 49, 39, 49, 40, 39, 51, 40, 44, 51, 42, 41, 40, 43, 47
589, 50, 44, 39, 58, 48, 48, 42, 58, 28, 47, 42, 27, 43, 40, 31, 46, 42, 29, 44, 48, 51, 45, 49, 53, 46, 39, 43, 41, 56, 48, 49, 43, 34, 40, 52, 47, 36, 35, 35, 46, 40, 40, 50, 47, 36, 38, 39, 49, 55, 54, 44, 52, 49, 44, 44, 35, 44, 41, 67, 54, 44, 39, 46, 43, 37, 45, 49, 39, 49, 40, 39, 51, 41, 44, 51, 42, 41, 40, 43, 47
590, 50, 44, 39, 58, 48, 48, 42, 58, 29, 47, 42, 27, 43, 40, 31, 46, 42, 29, 44, 48, 51, 45, 49, 53, 46, 39, 43, 41, 56, 48, 49, 43, 34, 40, 52, 48, 36, 35, 35, 46, 40, 40, 50, 48, 36, 38, 39, 49, 55, 54, 44, 52, 49, 44, 44, 35, 44, 41, 67, 54, 44, 39, 46, 43, 37, 45, 49, 39, 49, 40, 39, 52, 42, 44, 51, 42, 41, 40, 43, 47
591, 50, 44, 39, 58, 48, 48, 42, 58, 29, 47, 42, 27, 43, 40, 31, 46, 42, 30, 44, 48, 51, 45, 49, 53, 46, 39, 43, 41, 56, 49, 49, 43, 34, 40, 52, 48, 36, 35, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 54, 44, 52, 49, 44, 44, 35, 44, 41, 67, 54, 44, 39, 46, 43, 37, 45, 49, 39, 49, 40, 39, 52, 42, 44, 51, 43, 41, 40, 43, 47
592, 50, 44, 39, 58, 48, 48, 42, 58, 29, 47, 42, 28, 44, 40, 31, 46, 42, 30, 44, 48, 51, 45, 49, 54, 46, 39, 43, 41, 56, 50, 49, 43, 34, 40, 52, 48, 36, 35, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 44, 52, 49, 44, 44, 35, 44, 41, 67, 54, 44, 39, 47, 43, 37, 45, 49, 39, 49, 40, 39, 52, 42, 44, 51, 44, 41, 41, 43, 47
593, 50, 44, 39, 58, 48, 48, 42, 58, 29, 47, 42, 28, 44, 40, 31, 46, 42, 30, 44, 48, 51, 45, 49, 54, 46, 39, 43, 41, 56, 50, 49, 43, 34, 40, 52, 48, 36, 35, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 44, 52, 50, 44, 44, 35, 44, 41, 67, 54, 45, 39, 47, 43, 38, 45, 49, 39, 49, 40, 39, 52, 42, 44, 51, 45, 41, 42, 43, 47
594, 50, 44, 39, 58, 48, 48, 42, 58, 29, 47, 42, 28, 44, 40, 31, 46, 42, 30, 44, 48, 51, 45, 49, 54, 46, 39, 43, 41, 56, 50, 49, 43, 34, 40, 52, 48, 36, 35, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 44, 52, 50, 44, 44, 35, 44, 41, 67, 54, 45, 39, 47, 43, 38, 45, 49, 39, 49, 40, 39, 52, 42, 44, 51, 45, 41, 42, 43, 47
595, 50, 45, 39, 58, 49, 48, 42, 58, 29, 47, 43, 28, 44, 40, 31, 47, 42, 30, 44, 49, 51, 45, 49, 54, 46, 39, 43, 41, 56, 50, 49, 43, 35, 40, 52, 48, 36, 36, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 44, 54, 50, 44, 44, 35, 44, 41, 67, 54, 45, 39, 47, 43, 38, 45, 49, 39, 49, 40, 39, 52, 42, 44, 51, 45, 41, 42, 43, 47
596, 50, 45, 39, 58, 51, 48, 42, 58, 29, 47, 43, 28, 44, 40, 31, 47, 42, 30, 44, 50, 51, 45, 49, 55, 46, 39, 43, 41, 56, 50, 49, 43, 35, 40, 52, 48, 36, 36, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 44, 55, 50, 44, 44, 35, 44, 41, 67, 54, 45, 39, 47, 43, 38, 45, 49, 39, 49, 40, 39, 52, 42, 44, 51, 45, 41, 42, 43, 47
597, 50, 46, 39, 58, 52, 48, 42, 58, 29, 47, 45, 28, 44, 40, 31, 47, 42, 30, 44, 50, 51, 45, 49, 55, 46, 39, 43, 42, 56, 50, 49, 43, 35, 40, 52, 48, 36, 36, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 44, 56, 50, 44, 46, 35, 44, 41, 67, 54, 45, 39, 47, 44, 39, 45, 49, 39, 49, 40, 39, 52, 42, 44, 51, 45, 41, 42, 43, 47
598, 50, 46, 39, 58, 52, 48, 42, 58, 29, 47, 45, 28, 45, 40, 31, 47, 42, 30, 44, 50, 51, 45, 49, 55, 46, 40, 43, 42, 56, 50, 49, 43, 35, 40, 52, 48, 36, 36, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 44, 56, 50, 44, 46, 35, 44, 41, 67, 54, 45, 39, 47, 44, 39, 45, 49, 39, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 44, 47
599, 50, 46, 39, 58, 52, 48, 42, 58, 29, 47, 46, 28, 45, 40, 31, 47, 42, 30, 44, 50, 52, 45, 49, 55, 46, 41, 43, 42, 56, 50, 49, 43, 35, 40, 52, 48, 36, 36, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 45, 56, 50, 44, 46, 35, 44, 41, 67, 54, 46, 39, 47, 44, 39, 45, 49, 39, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 44, 47
600, 50, 46, 39, 58, 52, 48, 42, 58, 29, 47, 46, 28, 45, 40, 31, 47, 42, 30, 44, 50, 52, 45, 49, 55, 46, 41, 43, 42, 56, 50, 49, 43, 35, 40, 52, 48, 37, 36, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 45, 56, 50, 44, 46, 35, 44, 41, 67, 54, 46, 39, 47, 44, 39, 45, 49, 39, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 44, 47
601, 50, 46, 39, 58, 52, 48, 42, 58, 30, 47, 46, 28, 45, 40, 31, 47, 43, 30, 44, 50, 52, 45, 49, 55, 46, 41, 43, 42, 56, 50, 49, 43, 35, 40, 52, 48, 37, 36, 35, 46, 40, 40, 51, 48, 36, 38, 39, 49, 55, 55, 45, 57, 50, 44, 46, 35, 44, 41, 68, 54, 46, 39, 47, 44, 39, 45, 49, 40, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 44, 47
602, 50, 46, 39, 58, 53, 48, 42, 58, 30, 47, 46, 28, 45, 40, 31, 47, 45, 30, 44, 50, 52, 45, 49, 55, 46, 41, 43, 42, 56, 50, 49, 43, 35, 40, 52, 48, 37, 36, 35, 47, 40, 40, 52, 48, 36, 38, 39, 49, 55, 55, 45, 57, 50, 45, 46, 35, 44, 42, 68, 54, 46, 39, 48, 44, 39, 45, 49, 40, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 46, 47
603, 50, 46, 39, 58, 54, 48, 42, 58, 30, 47, 46, 29, 45, 40, 31, 47, 46, 30, 44, 50, 52, 45, 49, 55, 46, 41, 44, 43, 56, 50, 49, 43, 35, 40, 52, 48, 37, 36, 35, 47, 40, 40, 52, 48, 36, 38, 39, 49, 55, 55, 45, 57, 50, 45, 46, 35, 44, 42, 68, 54, 46, 39, 48, 44, 39, 45, 49, 40, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 46, 47
604, 50, 46, 39, 58, 55, 48, 42, 58, 30, 47, 46, 29, 45, 40, 31, 47, 46, 30, 45, 50, 52, 45, 49, 55, 46, 41, 44, 43, 56, 50, 49, 44, 35, 40, 53, 48, 37, 36, 35, 47, 40, 40, 52, 48, 36, 38, 39, 50, 55, 55, 45, 57, 50, 45, 46, 35, 44, 42, 68, 54, 46, 39, 48, 44, 39, 45, 49, 40, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 46, 47
605, 50, 46, 39, 58, 56, 48, 42, 58, 30, 47, 46, 29, 45, 40, 31, 47, 46, 30, 45, 50, 52, 45, 49, 55, 46, 41, 44, 43, 56, 50, 49, 44, 35, 40, 53, 48, 37, 36, 35, 47, 40, 40, 52, 48, 36, 38, 39, 50, 55, 55, 45, 57, 50, 45, 46, 35, 44, 42, 68, 54, 46, 39, 48, 44, 39, 45, 49, 40, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 46, 47
606, 50, 46, 39, 58, 58, 48, 42, 58, 30, 47, 46, 29, 45, 40, 31, 47, 46, 30, 45, 50, 52, 45, 49, 55, 46, 41, 44, 43, 56, 50, 49, 44, 35, 40, 53, 48, 37, 36, 35, 47, 40, 40, 52, 49, 36, 38, 39, 50, 55, 55, 45, 57, 50, 45, 46, 35, 45, 42, 68, 54, 46, 39, 48, 44, 39, 45, 49, 40, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 46, 47
607, 50, 46, 39, 58, 59, 49, 43, 58, 30, 47, 46, 29, 45, 40, 31, 47, 46, 30, 45, 50, 52, 45, 49, 55, 46, 41, 44, 43, 56, 50, 49, 44, 36, 40, 53, 48, 37, 36, 35, 47, 40, 40, 52, 49, 36, 38, 39, 50, 55, 55, 45, 57, 50, 45, 46, 35, 45, 42, 68, 54, 46, 39, 48, 44, 39, 45, 49, 40, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 46, 47
608, 50, 46, 39, 58, 59, 49, 43, 58, 30, 47, 46, 29, 45, 40, 31, 47, 46, 30, 45, 50, 52, 45, 49, 55, 46, 41, 44, 43, 56, 50, 49, 44, 36, 40, 53, 48, 37, 36, 35, 47, 40, 40, 52, 49, 36, 38, 39, 50, 55, 55, 45, 57, 50, 45, 46, 35, 45, 42, 68, 54, 46, 39, 48, 44, 39, 45, 49, 40, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 46, 47
609, 50, 46, 39, 58, 59, 49, 43, 58, 30, 47, 46, 29, 45, 40, 31, 47, 46, 30, 45, 50, 52, 45, 49, 55, 46, 41, 44, 43, 56, 50, 49, 44, 37, 40, 53, 48, 37, 36, 35, 47, 40, 41, 52, 49, 36, 39, 39, 50, 55, 55, 45, 57, 50, 45, 46, 35, 45, 42, 68, 54, 46, 39, 48, 45, 39, 45, 49, 40, 49, 40, 39, 52, 43, 44, 51, 45, 41, 42, 46, 47
